ID,Currency,Impact,title,Forecast,Previous,Actual,timeofevent,positive
48804,GBP,3,BOE Monetary Policy Report,,,,22/5/5 7:00,1
48805,GBP,3,BOE Gov Bailey Speaks,,,,22/5/5 7:30,1
48806,USD,2,Unemployment Claims,180K,181K,200K,22/5/5 8:30,1
48807,CAD,1,Gov Council Member Schembri Speaks,,,,22/5/5 9:40,0
48808,USD,1,Mortgage Delinquencies,,4.65%,4.11%,22/5/5 10:00,1
48809,USD,1,Natural Gas Storage,69B,40B,77B,22/5/5 10:30,1
48810,AUD,1,AIG Services Index,,56.2,57.8,22/5/5 18:30,1
48811,JPY,1,Tokyo Core CPI y/y,1.80%,0.80%,1.90%,22/5/5 19:30,1
48812,JPY,1,Monetary Base y/y,8.20%,7.90%,6.60%,22/5/5 19:50,1
48813,AUD,3,RBA Monetary Policy Statement,,,,22/5/5 21:30,1
48814,CHF,1,Unemployment Rate,2.20%,2.20%,2.20%,22/5/6 1:45,1
48815,EUR,1,German Industrial Production m/m,-1.30%,0.10%,-3.90%,22/5/6 2:00,1
48816,EUR,1,French Prelim Private Payrolls q/q,0.20%,0.60%,0.30%,22/5/6 2:45,1
48817,CHF,1,Foreign Currency Reserves,,910B,926B,22/5/6 3:00,1
48818,EUR,1,Italian Retail Sales m/m,0.50%,0.70%,-0.50%,22/5/6 4:00,0
48819,GBP,1,Construction PMI,58,59.1,58.2,22/5/6 4:30,1
48820,GBP,1,MPC Member Mann Speaks,,,,22/5/6 5:15,1
48821,EUR,1,German Buba President Nagel Speaks,,,,22/5/6 5:30,1
48822,GBP,1,MPC Member Pill Speaks,,,,22/5/6 7:15,0
48823,CAD,3,Employment Change,39.5K,72.5K,15.3K,22/5/6 8:30,0
48824,USD,1,FOMC Member Williams Speaks,,,,22/5/6 9:15,0
48825,CAD,2,Ivey PMI,70,74.2,66.3,22/5/6 10:00,1
48826,GBP,1,MPC Member Tenreyro Speaks,,,,22/5/6 11:00,1
48827,USD,1,Consumer Credit m/m,25.1B,37.7B,52.4B,22/5/6 15:00,1
48828,USD,2,FOMC Member Bullard Speaks,,,,22/5/6 19:15,1
48829,JPY,1,Average Cash Earnings y/y,0.90%,1.20%,1.20%,22/5/8 19:30,1
48830,JPY,1,Monetary Policy Meeting Minutes,,,,22/5/8 19:50,0
48831,CNY,1,Trade Balance,339B,301B,325B,22/5/8 23:55,1
48832,EUR,1,French Trade Balance,-11.2B,-10.4B,-12.4B,22/5/9 2:45,1
48833,EUR,1,Sentix Investor Confidence,-21.7,-18,-22.6,22/5/9 4:30,1
48834,CAD,1,Building Permits m/m,3.40%,21.00%,-9.30%,22/5/9 8:30,-1
48835,GBP,2,MPC Member Saunders Speaks,,,,22/5/9 9:00,1
48836,USD,1,Final Wholesale Inventories m/m,2.30%,2.30%,2.30%,22/5/9 10:00,1
48837,USD,1,Loan Officer Survey,,,,22/5/9 14:00,1
48838,USD,1,FOMC Financial Stability Report,,,,22/5/9 16:00,1
48839,GBP,1,BRC Retail Sales Monitor y/y,3.50%,-0.40%,-1.70%,22/5/9 19:01,1
48840,JPY,1,Household Spending y/y,-3.20%,1.10%,-2.30%,22/5/9 19:30,1
48841,AUD,1,NAB Business Confidence,,16,10,22/5/9 21:30,1
48842,JPY,1,10-y Bond Auction,,0.20|3.6,0.25|5.7,22/5/9 23:35,-1
48843,EUR,1,Italian Industrial Production m/m,-1.40%,4.00%,0.00%,22/5/10 4:00,1
48844,EUR,1,ZEW Economic Sentiment,-42,-43,-29.5,22/5/10 5:04,1
48845,USD,1,NFIB Small Business Index,92.9,93.2,93.2,22/5/10 5:54,1
48846,USD,1,FOMC Member Williams Speaks,,,,22/5/10 7:40,1
48847,USD,2,Treasury Sec Yellen Speaks,,,,22/5/10 9:45,1
48848,USD,1,IBD/TIPP Economic Optimism,42.5,45.5,41.2,22/5/10 9:58,1
48849,EUR,1,German Buba President Nagel Speaks,,,,22/5/10 10:00,0
48850,USD,1,President Biden Speaks,,,,22/5/10 11:30,0
48851,USD,2,FOMC Member Waller Speaks,,,,22/5/10 13:00,1
48852,USD,2,FOMC Member Mester Speaks,,,,22/5/10 15:00,-1
48853,AUD,1,Westpac Consumer Sentiment,,-0.90%,-5.60%,22/5/10 20:30,0
48854,CNY,1,CPI y/y,1.80%,1.50%,2.10%,22/5/10 21:30,1
48855,JPY,1,Leading Indicators,100.90%,100.00%,101.00%,22/5/11 1:00,1
48856,EUR,1,German Final CPI m/m,0.80%,0.80%,0.80%,22/5/11 2:00,1
48857,EUR,1,German Buba President Nagel Speaks,,,,22/5/11 3:15,1
48858,EUR,2,ECB President Lagarde Speaks,,,,22/5/11 4:00,1
48859,EUR,1,German 10-y Bond Auction,,0.93|1.6,0.96|1.4,22/5/11 5:32,1
48860,USD,3,CPI m/m,0.20%,1.20%,0.30%,22/5/11 8:30,1
48861,USD,1,Crude Oil Inventories,-1.0M,1.3M,8.5M,22/5/11 10:30,1
48862,USD,1,10-y Bond Auction,,2.72|2.4,2.94|2.5,22/5/11 13:01,1
48863,USD,1,President Biden Speaks,,,,22/5/11 13:15,-1
48864,USD,1,Federal Budget Balance,218.5B,-192.7B,308.2B,22/5/11 14:00,1
48865,NZD,1,FPI m/m,,0.70%,0.10%,22/5/11 18:45,0
48866,GBP,1,RICS House Price Balance,70%,74%,80%,22/5/11 19:01,1
48867,JPY,1,BOJ Summary of Opinions,,,,22/5/11 19:50,1
48868,AUD,1,MI Inflation Expectations,,5.20%,5.00%,22/5/11 21:03,1
48869,NZD,2,Inflation Expectations q/q,,3.27%,3.29%,22/5/11 23:00,1
48870,JPY,1,30-y Bond Auction,,0.99|3.0,1.02|3.1,22/5/11 23:35,1
48871,JPY,1,Economy Watchers Sentiment,50.9,47.8,50.4,22/5/12 1:00,1
48872,GBP,2,Prelim GDP q/q,1.00%,1.30%,0.80%,22/5/12 2:00,1
48873,CHF,1,PPI m/m,0.90%,0.80%,1.30%,22/5/12 2:30,1
48874,CNY,1,Foreign Direct Investment ytd/y,,25.60%,20.50%,22/5/12 3:02,1
48875,GBP,1,NIESR GDP Estimate,,0.80%,0.30%,22/5/12 7:31,1
48876,USD,3,PPI m/m,0.50%,1.40%,0.50%,22/5/12 8:30,1
48877,USD,2,Treasury Sec Yellen Speaks,,,,22/5/12 10:00,1
48878,USD,1,Natural Gas Storage,82B,77B,76B,22/5/12 10:30,1
48879,CAD,1,Gov Council Member Gravelle Speaks,,,,22/5/12 11:35,0
48880,USD,1,30-y Bond Auction,,2.82|2.3,3.00|2.4,22/5/12 13:01,1
48881,NZD,1,BusinessNZ Manufacturing Index,,53.7,51.2,22/5/12 18:30,1
48882,JPY,1,M2 Money Stock y/y,3.40%,3.50%,3.60%,22/5/12 19:50,1
48883,AUD,1,RBA Deputy Gov Bullock Speaks,,,,22/5/12 22:00,-1
48884,EUR,1,French Final CPI m/m,0.40%,0.40%,0.40%,22/5/13 2:45,1
48885,CNY,1,M2 Money Supply y/y,9.90%,9.70%,10.50%,22/5/13 4:31,1
48886,EUR,1,Industrial Production m/m,-2.10%,0.50%,-1.80%,22/5/13 5:00,1
48887,USD,1,Import Prices m/m,0.60%,2.90%,0.00%,22/5/13 8:30,1
48888,USD,2,Prelim UoM Consumer Sentiment,64.1,65.2,59.1,22/5/13 10:00,1
48889,USD,2,FOMC Member Mester Speaks,,,,22/5/13 12:00,1
48890,NZD,1,BusinessNZ Services Index,,51.5,51.4,22/5/15 18:30,1
48891,JPY,1,PPI y/y,9.40%,9.70%,10.00%,22/5/15 19:50,1
48892,CNY,2,Retail Sales y/y,-6.20%,-3.50%,-11.10%,22/5/15 22:00,1
48893,JPY,1,Prelim Machine Tool Orders y/y,,30.00%,25.00%,22/5/16 1:58,1
48894,EUR,1,German WPI m/m,4.20%,6.90%,2.10%,22/5/16 2:00,1
48895,EUR,2,EU Economic Forecasts,,,,22/5/16 5:00,1
48896,CAD,1,Housing Starts,250K,248K,267K,22/5/16 8:13,1
48897,CAD,1,Manufacturing Sales m/m,2.10%,5.10%,2.50%,22/5/16 8:30,1
48898,USD,1,FOMC Member Williams Speaks,,,,22/5/16 8:55,1
48899,GBP,1,CB Leading Index m/m,,0.10%,-0.20%,22/5/16 9:30,1
48900,GBP,3,Monetary Policy Report Hearings,,,,22/5/16 10:15,1
48901,USD,1,TIC Long-Term Purchases,105.0B,141.7B,23.1B,22/5/16 16:00,1
48902,AUD,3,Monetary Policy Meeting Minutes,,,,22/5/16 21:30,1
48903,JPY,1,Tertiary Industry Activity m/m,1.20%,-1.80%,1.30%,22/5/17 0:30,1
48904,GBP,1,Average Earnings Index 3m/y,5.40%,5.60%,7.00%,22/5/17 2:00,1
48905,EUR,1,Italian Trade Balance,0.79B,-1.77B,-0.08B,22/5/17 4:00,1
48906,EUR,1,Flash Employment Change q/q,0.50%,0.40%,0.50%,22/5/17 5:00,1
48907,GBP,1,30-y Bond Auction,,1.58|2.3,2.04|2.9,22/5/17 5:03,1
48908,USD,2,FOMC Member Bullard Speaks,,,,22/5/17 8:00,1
48909,CAD,1,Foreign Securities Purchases,9.49B,7.49B,46.94B,22/5/17 8:30,1
48910,USD,1,Capacity Utilization Rate,78.50%,78.20%,79.00%,22/5/17 9:15,-1
48911,USD,1,Business Inventories m/m,1.90%,1.80%,2.00%,22/5/17 10:00,1
48912,NZD,1,GDT Price Index,,-8.50%,-2.90%,22/5/17 10:30,1
48913,GBP,1,MPC Member Cunliffe Speaks,,,,22/5/17 11:05,1
48914,EUR,1,ECB President Lagarde Speaks,,,,22/5/17 13:30,1
48915,USD,3,Fed Chair Powell Speaks,,,,22/5/17 14:00,1
48916,USD,2,FOMC Member Mester Speaks,,,,22/5/17 14:30,1
48917,JPY,1,Prelim GDP Price Index y/y,-1.00%,-1.30%,-0.40%,22/5/17 19:50,1
48918,AUD,1,MI Leading Index m/m,,0.30%,-0.20%,22/5/17 20:30,1
48919,AUD,3,Wage Price Index q/q,0.80%,0.70%,0.70%,22/5/17 21:30,1
48920,JPY,1,Revised Industrial Production m/m,0.30%,0.30%,0.30%,22/5/18 0:30,1
48921,GBP,3,CPI y/y,9.10%,7.00%,9.00%,22/5/18 2:00,1
48922,GBP,1,HPI y/y,9.80%,11.30%,9.80%,22/5/18 4:30,1
48923,EUR,1,Final CPI y/y,7.50%,7.50%,7.40%,22/5/18 5:00,1
48924,EUR,1,German 30-y Bond Auction,,0.39|1.2,1.16|3.1,22/5/18 5:36,1
48925,All,1,G7 Meetings,,,,2022-5-18 Day 1,-1
48926,CAD,3,CPI m/m,0.50%,1.40%,0.60%,22/5/18 8:30,1
48927,CAD,1,Core CPI m/m,,1.00%,0.70%,22/5/18 8:32,1
48928,AUD,1,CB Leading Index m/m,,0.30%,0.60%,22/5/18 10:30,1
48929,NZD,1,PPI Input q/q,1.00%,1.20%,3.60%,22/5/18 18:45,1
48930,JPY,1,Core Machinery Orders m/m,3.90%,-9.80%,7.10%,22/5/18 19:50,1
48931,AUD,3,Employment Change,30.0K,20.3K,4.0K,22/5/18 21:30,1
48932,NZD,2,Annual Budget Release,,,,22/5/18 22:00,1
48933,EUR,1,Current Account,20.3B,15.7B,-1.6B,22/5/19 4:00,1
48934,EUR,1,Spanish 10-y Bond Auction,,1.74|1.3,2.05|1.3,22/5/19 4:49,1
48935,GBP,1,CBI Industrial Order Expectations,11,14,26,22/5/19 6:00,1
48936,All,1,G7 Meetings,,,,2022-5-19 Day 2,1
48937,EUR,1,ECB Monetary Policy Meeting Accounts,,,,22/5/19 7:30,1
48938,CAD,1,IPPI m/m,3.70%,4.00%,0.80%,22/5/19 8:30,1
48939,USD,2,Existing Home Sales,5.65M,5.75M,5.61M,22/5/19 10:00,1
48940,USD,1,Natural Gas Storage,90B,76B,89B,22/5/19 10:30,1
48941,NZD,1,Trade Balance,-350M,-581M,584M,22/5/19 18:45,1
48942,GBP,1,GfK Consumer Confidence,-39,-38,-40,22/5/19 19:01,1
48943,JPY,1,National Core CPI y/y,2.00%,0.80%,2.10%,22/5/19 19:30,1
48944,NZD,1,Credit Card Spending y/y,,3.50%,1.10%,22/5/19 23:00,1
48945,EUR,1,German PPI m/m,1.20%,4.90%,2.80%,22/5/20 2:00,1
48946,GBP,2,MPC Member Pill Speaks,,,,22/5/20 3:30,0
48947,All,1,G7 Meetings,,,,2022-5-20 Day 3,1
48948,EUR,1,Consumer Confidence,-22,-22,-21,22/5/20 9:46,1
48949,AUD,3,Parliamentary Elections,,,,2022-5-20 All Day,1
48950,All,2,WEF Annual Meetings,,,,2022-5-22 Day 1,1
48951,GBP,1,Rightmove HPI m/m,,1.60%,2.10%,22/5/22 19:01,1
48952,AUD,1,RBA Assist Gov Kent Speaks,,,,22/5/22 19:05,1
48953,EUR,2,German ifo Business Climate,91.5,91.9,93,22/5/23 4:00,1
48954,All,2,WEF Annual Meetings,,,,2022-5-23 Day 2,1
48955,EUR,1,Eurogroup Meetings,,,,2022-5-23 All Day,1
48956,EUR,1,German Buba Monthly Report,,,,22/5/23 6:00,1
48957,CAD,0,Bank Holiday,,,,2022-5-23 All Day,1
48958,EUR,1,Belgian NBB Business Climate,2.1,2.4,1.8,22/5/23 9:00,1
48959,EUR,1,German Buba President Nagel Speaks,,,,22/5/23 10:15,1
48960,NZD,1,Core Retail Sales q/q,0.40%,6.80%,0.00%,22/5/23 18:45,1
48961,AUD,1,Flash Manufacturing PMI,,58.8,55.3,22/5/23 19:00,1
48962,USD,1,FOMC Member George Speaks,,,,22/5/23 19:30,1
48963,JPY,1,Flash Manufacturing PMI,53.8,53.5,53.2,22/5/23 20:30,1
48964,JPY,1,BOJ Core CPI y/y,1.10%,1.10%,1.40%,22/5/24 0:59,1
48965,GBP,1,Public Sector Net Borrowing,17.8B,13.9B,17.8B,22/5/24 2:00,1
48966,EUR,2,French Flash Services PMI,58.4,58.9,58.4,22/5/24 3:15,1
48967,EUR,3,German Flash Manufacturing PMI,54.1,54.6,54.7,22/5/24 3:30,1
48968,EUR,1,Flash Manufacturing PMI,54.8,55.5,54.4,22/5/24 4:00,1
48969,GBP,2,Flash Manufacturing PMI,54.9,55.8,54.6,22/5/24 4:30,1
48970,All,2,WEF Annual Meetings,,,,2022-5-24 Day 3,1
48971,EUR,1,ECOFIN Meetings,,,,2022-5-24 All Day,1
48972,GBP,1,CBI Realized Sales,-29,-35,-1,22/5/24 6:00,1
48973,USD,2,Flash Manufacturing PMI,57.6,59.2,57.5,22/5/24 9:45,1
48974,USD,1,Richmond Manufacturing Index,9,14,-9,22/5/24 9:59,1
48975,USD,1,New Home Sales,751K,709K,591K,22/5/24 10:00,1
48976,USD,2,Fed Chair Powell Speaks,,,,22/5/24 12:20,1
48977,GBP,1,MPC Member Tenreyro Speaks,,,,22/5/24 13:15,1
48978,EUR,2,ECB President Lagarde Speaks,,,,22/5/24 14:00,1
48979,AUD,1,RBA Assist Gov Ellis Speaks,,,,22/5/24 19:45,1
48980,AUD,1,Construction Work Done q/q,1.10%,0.60%,-0.90%,22/5/24 21:30,1
48981,NZD,3,Official Cash Rate,2.00%,1.50%,2.00%,22/5/24 22:00,1
48982,NZD,3,RBNZ Press Conference,,,,22/5/24 23:00,1
48983,EUR,1,German Final GDP q/q,0.20%,0.20%,0.20%,22/5/25 2:00,1
48984,CHF,1,Credit Suisse Economic Expectations,,-51.6,-52.6,22/5/25 4:00,1
48985,All,2,WEF Annual Meetings,,,,2022-5-25 Day 4,1
48986,JPY,2,BOJ Gov Kuroda Speaks,,,,22/5/25 7:05,-1
48987,CAD,1,Corporate Profits q/q,,3.80%,1.90%,22/5/25 8:30,1
48988,USD,1,Crude Oil Inventories,-2.2M,-3.4M,-1.0M,22/5/25 10:30,1
48989,GBP,1,MPC Member Tenreyro Speaks,,,,22/5/25 11:15,1
48990,USD,1,FOMC Member Brainard Speaks,,,,22/5/25 12:15,1
48991,USD,3,FOMC Meeting Minutes,,,,22/5/25 14:00,0
48992,NZD,3,RBNZ Gov Orr Speaks,,,,22/5/25 17:10,1
48993,JPY,1,SPPI y/y,1.50%,1.30%,1.70%,22/5/25 19:50,1
48994,AUD,1,Private Capital Expenditure q/q,1.60%,2.30%,-0.30%,22/5/25 21:30,1
48995,CHF,0,Bank Holiday,,,,2022-5-26 All Day,1
48996,EUR,0,French Bank Holiday,,,,2022-5-26 All Day,1
48997,EUR,0,German Bank Holiday,,,,2022-5-26 All Day,1
48998,All,2,WEF Annual Meetings,,,,2022-5-26 Day 5,1
48999,CAD,2,Core Retail Sales m/m,2.20%,1.80%,2.40%,22/5/26 8:30,1
49000,CNY,1,CB Leading Index m/m,,-0.40%,-1.00%,22/5/26 9:02,1
49001,USD,2,Pending Home Sales m/m,-1.90%,-1.60%,-3.90%,22/5/26 10:00,1
49002,USD,1,Natural Gas Storage,90B,89B,80B,22/5/26 10:30,1
49003,USD,2,FOMC Member Brainard Speaks,,,,22/5/26 12:00,1
49004,JPY,1,Tokyo Core CPI y/y,2.00%,1.90%,1.90%,22/5/26 19:30,1
49005,AUD,1,Retail Sales m/m,0.90%,1.60%,0.90%,22/5/26 21:30,1
49006,EUR,1,M3 Money Supply y/y,6.30%,6.30%,6.00%,22/5/27 4:00,1
49007,USD,2,FOMC Member Bullard Speaks,,,,22/5/27 7:35,1
49008,USD,3,Core PCE Price Index m/m,0.30%,0.30%,0.30%,22/5/27 8:30,1
49009,USD,2,Revised UoM Consumer Sentiment,59.1,59.1,58.4,22/5/27 10:00,1
49010,EUR,1,German Import Prices m/m,2.10%,5.70%,1.80%,22/5/30 2:00,1
49011,EUR,1,German Prelim CPI m/m,0.50%,0.80%,0.90%,2022-5-30 All Day,1
49012,CHF,1,KOF Economic Barometer,102.6,103,96.8,22/5/30 3:00,1
49013,CAD,1,Current Account,-0.2B,-0.1B,5.0B,22/5/30 8:30,1
49014,USD,0,Bank Holiday,,,,2022-5-30 All Day,1
49015,USD,2,FOMC Member Waller Speaks,,,,22/5/30 11:00,1
49016,NZD,1,Building Consents m/m,,6.20%,-8.50%,22/5/30 18:45,1
49017,JPY,1,Unemployment Rate,2.60%,2.60%,2.50%,22/5/30 19:30,1
49018,JPY,1,Prelim Industrial Production m/m,-0.10%,0.30%,-1.30%,22/5/30 19:50,1
49019,NZD,1,ANZ Business Confidence,,-42,-55.6,22/5/30 21:00,1
49020,AUD,1,Building Approvals m/m,2.20%,-19.20%,-2.40%,22/5/30 21:30,1
49021,JPY,1,Consumer Confidence,33.9,33,34.1,22/5/31 1:00,1
49022,CHF,1,Trade Balance,3.50B,2.98B,4.13B,22/5/31 2:00,1
49023,CHF,1,Retail Sales y/y,-1.40%,-6.60%,-6.00%,22/5/31 2:30,0
49024,EUR,1,French Consumer Spending m/m,0.40%,-1.40%,-0.40%,22/5/31 2:45,1
49025,CHF,1,GDP q/q,0.30%,0.20%,0.50%,22/5/31 3:00,1
49026,EUR,1,German Unemployment Change,-16K,-13K,-4K,22/5/31 3:55,1
49027,GBP,1,M4 Money Supply m/m,0.20%,0.10%,0.00%,22/5/31 4:30,1
49028,EUR,1,CPI Flash Estimate y/y,7.80%,7.50%,8.10%,22/5/31 5:00,1
49029,EUR,1,Italian 10-y Bond Auction,,2.78|1.3,3.10|1.6,22/5/31 5:16,-1
49030,CHF,2,Gov Board Member Zurbrugg Speaks,,,,22/5/31 8:00,-1
49031,CAD,2,GDP m/m,0.50%,0.90%,0.70%,22/5/31 8:30,1
49032,USD,1,HPI m/m,2.00%,1.90%,1.50%,22/5/31 9:00,1
49033,USD,1,Chicago PMI,55,56.4,60.3,22/5/31 9:45,1
49034,USD,2,CB Consumer Confidence,103.9,108.6,106.4,22/5/31 10:00,1
49035,AUD,1,AIG Manufacturing Index,,58.5,52.4,22/5/31 18:30,1
49036,GBP,1,BRC Shop Price Index y/y,,2.70%,2.80%,22/5/31 19:01,1
49037,JPY,1,Capital Spending q/y,3.70%,4.30%,3.00%,22/5/31 19:50,1
49038,JPY,1,Final Manufacturing PMI,53.2,53.2,53.3,22/5/31 20:30,1
49039,AUD,3,GDP q/q,0.60%,3.60%,0.80%,22/5/31 21:30,1
49040,CNY,1,Caixin Manufacturing PMI,49.1,46,48.1,22/5/31 21:45,1
49041,EUR,1,German Retail Sales m/m,-0.50%,0.90%,-5.40%,22/6/1 2:00,1
49042,AUD,1,Commodity Prices y/y,,40.30%,30.40%,22/6/1 2:30,-1
49043,EUR,1,Spanish Manufacturing PMI,51.9,53.3,53.8,22/6/1 3:15,-1
49044,CHF,1,Manufacturing PMI,61.2,62.5,60,22/6/1 3:30,-1
49045,EUR,1,Italian Manufacturing PMI,53.5,54.5,51.9,22/6/1 3:45,0
49046,EUR,1,French Final Manufacturing PMI,54.5,54.5,54.6,22/6/1 3:50,1
49047,EUR,1,German Final Manufacturing PMI,54.7,54.7,54.8,22/6/1 3:55,1
49048,EUR,1,Final Manufacturing PMI,54.4,54.4,54.6,22/6/1 4:00,1
49049,GBP,1,Final Manufacturing PMI,54.6,54.6,54.6,22/6/1 4:30,-1
49050,EUR,1,Unemployment Rate,6.80%,6.80%,6.80%,22/6/1 5:00,1
49051,EUR,2,ECB President Lagarde Speaks,,,,22/6/1 7:00,1
49052,CAD,1,Manufacturing PMI,,56.2,56.8,22/6/1 9:30,1
49053,USD,1,Final Manufacturing PMI,57.5,57.5,57,22/6/1 9:45,1
49054,EUR,1,French Gov Budget Balance,,-38.3B,-67.3B,22/6/1 9:49,1
49055,CAD,3,BOC Rate Statement,,,,22/6/1 10:00,1
49056,USD,1,Wards Total Vehicle Sales,13.6M,14.3M,12.7M,2022-6-1 All Day,1
49057,USD,1,FOMC Member Williams Speaks,,,,22/6/1 11:30,1
49058,USD,2,FOMC Member Bullard Speaks,,,,22/6/1 13:00,1
49059,USD,1,Beige Book,,,,22/6/1 14:00,1
49060,NZD,1,Overseas Trade Index q/q,1.30%,-0.90%,0.50%,22/6/1 18:45,1
49061,JPY,1,Monetary Base y/y,2.30%,6.60%,4.60%,22/6/1 19:50,1
49062,CNY,0,Bank Holiday,,,,2022-6-1 All Day,1
49063,AUD,1,Retail Sales m/m,0.90%,0.90%,0.90%,22/6/1 21:30,1
49064,JPY,1,10-y Bond Auction,,0.25|5.7,0.24|4.9,22/6/1 23:35,1
49065,CHF,1,CPI m/m,0.30%,0.40%,0.70%,22/6/2 2:30,1
49066,EUR,2,Spanish Unemployment Change,-33.5K,-86.3K,-99.5K,22/6/2 3:00,0
49067,GBP,0,Bank Holiday,,,,2022-6-2 All Day,1
49068,EUR,0,Italian Bank Holiday,,,,2022-6-2 All Day,1
49069,EUR,1,Spanish 10-y Bond Auction,,2.05|1.3,2.15|2.0,22/6/2 4:48,1
49070,EUR,1,French 10-y Bond Auction,,1.51|1.8,1.72|2.0,22/6/2 4:56,1
49071,EUR,1,PPI m/m,2.30%,5.30%,1.20%,22/6/2 5:00,1
49072,All,2,OPEC-JMMC Meetings,,,,2022-6-2 All Day,1
49073,USD,1,Challenger Job Cuts y/y,,6.00%,-15.80%,22/6/2 7:30,1
49074,USD,3,ADP Non-Farm Employment Change,295K,202K,128K,22/6/2 8:15,1
49075,CAD,1,Building Permits m/m,0.50%,-6.30%,-0.60%,22/6/2 8:30,-1
49076,USD,1,Factory Orders m/m,0.80%,1.80%,0.30%,22/6/2 10:00,1
49077,USD,1,Natural Gas Storage,86B,80B,90B,22/6/2 10:30,1
49078,CAD,1,Gov Council Member Beaudry Speaks,,,,22/6/2 10:45,0
49079,USD,1,Crude Oil Inventories,-3.0M,-1.0M,-5.1M,22/6/2 11:00,1
49080,USD,2,FOMC Member Mester Speaks,,,,22/6/2 13:00,1
49081,AUD,1,AIG Construction Index,,55.9,50.4,22/6/2 18:30,1
49082,EUR,1,German Trade Balance,5.6B,1.9B,3.5B,22/6/3 2:00,1
49083,EUR,1,French Industrial Production m/m,0.20%,-0.40%,-0.10%,22/6/3 2:45,1
49084,GBP,0,Bank Holiday,,,,2022-6-3 All Day,1
49085,EUR,1,Spanish Services PMI,56,57.1,56.5,22/6/3 3:15,1
49086,EUR,1,Italian Services PMI,54.6,55.7,53.7,22/6/3 3:45,1
49087,EUR,1,French Final Services PMI,58.4,58.4,58.3,22/6/3 3:50,1
49088,EUR,1,German Final Services PMI,56.3,56.3,55,22/6/3 3:55,0
49089,EUR,1,Final Services PMI,56.3,56.3,56.1,22/6/3 4:00,1
49090,EUR,1,Retail Sales m/m,0.30%,0.30%,-1.30%,22/6/3 5:00,1
49091,CAD,1,Labor Productivity q/q,-0.50%,-0.60%,-0.50%,22/6/3 8:30,1
49092,USD,1,Final Services PMI,53.5,53.5,53.4,22/6/3 9:45,1
49093,USD,2,ISM Services PMI,56.5,57.1,55.9,22/6/3 10:00,1
49094,USD,2,FOMC Member Brainard Speaks,,,,22/6/3 10:30,1
49095,NZD,0,Bank Holiday,,,,2022-6-5 All Day,1
49096,AUD,1,MI Inflation Gauge m/m,,-0.10%,1.10%,22/6/5 21:02,1
49097,AUD,1,ANZ Job Advertisements m/m,,-2.00%,0.40%,22/6/5 21:30,0
49098,CNY,1,Caixin Services PMI,46.1,36.2,41.4,22/6/5 21:45,1
49099,CHF,0,Bank Holiday,,,,2022-6-6 All Day,1
49100,EUR,0,French Bank Holiday,,,,2022-6-6 All Day,1
49101,EUR,0,German Bank Holiday,,,,2022-6-6 All Day,1
49102,GBP,3,Govt Confidence Vote,,,,22/6/6 16:00,1
49103,AUD,1,AIG Services Index,,57.8,49.2,22/6/6 18:30,1
49104,GBP,1,BRC Retail Sales Monitor y/y,0.20%,-1.70%,-1.50%,22/6/6 19:01,1
49105,JPY,1,Average Cash Earnings y/y,1.50%,2.00%,1.70%,22/6/6 19:30,1
49106,NZD,1,ANZ Commodity Prices m/m,,-1.90%,-2.80%,22/6/6 21:00,1
49107,JPY,1,30-y Bond Auction,,1.02|3.1,1.05|3.1,22/6/6 23:35,1
49108,AUD,3,Cash Rate,0.60%,0.35%,0.85%,22/6/7 0:30,0
49109,JPY,1,Leading Indicators,102.60%,100.80%,102.90%,22/6/7 1:00,1
49110,EUR,1,German Factory Orders m/m,0.40%,-4.20%,-2.70%,22/6/7 2:00,1
49111,CHF,1,Foreign Currency Reserves,,925B,925B,22/6/7 3:00,1
49112,EUR,1,Sentix Investor Confidence,-21.2,-22.6,-15.8,22/6/7 4:30,1
49113,CAD,1,Trade Balance,2.6B,2.3B,1.5B,22/6/7 8:30,1
49114,CAD,2,Ivey PMI,64.3,66.3,72,22/6/7 10:00,1
49115,NZD,1,GDT Price Index,,-2.90%,1.50%,22/6/7 10:23,0
49116,USD,1,Consumer Credit m/m,35.5B,47.3B,38.1B,22/6/7 15:00,1
49117,JPY,1,Bank Lending y/y,0.80%,0.90%,0.70%,22/6/7 19:50,-1
49118,JPY,1,Economy Watchers Sentiment,51.9,50.4,54,22/6/8 1:00,1
49119,CHF,1,Unemployment Rate,2.20%,2.20%,2.20%,22/6/8 1:45,1
49120,GBP,1,Halifax HPI m/m,0.80%,1.20%,1.00%,22/6/8 2:00,-1
49121,EUR,1,German Industrial Production m/m,1.30%,-3.70%,0.70%,22/6/8 2:02,0
49122,EUR,1,French Trade Balance,-11.1B,-12.6B,-12.2B,22/6/8 2:45,0
49123,EUR,1,Italian Retail Sales m/m,0.10%,-0.60%,0.00%,22/6/8 4:00,1
49124,GBP,1,Construction PMI,56.5,58.2,56.4,22/6/8 4:30,1
49125,EUR,1,Final Employment Change q/q,0.50%,0.50%,0.60%,22/6/8 5:00,1
49126,GBP,1,10-y Bond Auction,,1.93|2.6,2.30|2.8,22/6/8 5:02,1
49127,EUR,1,German 10-y Bond Auction,,0.96|1.4,1.33|1.7,22/6/8 5:32,-1
49128,USD,1,Final Wholesale Inventories m/m,2.10%,2.10%,2.20%,22/6/8 10:00,-1
