id,currency,impact,title,previous,forcast,actual,timeofevent,positive
41525,USD,3,Fed Announcement,NULL,NULL,NULL,2020-03-20 06:30:00,1
41526,USD,3,Fed Announcement,NULL,NULL,NULL,2020-03-20 07:30:00,1
41527,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-20 08:20:00,1
41528,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-21 09:00:00,1
41529,EUR,1,German Buba Monthly Report,NULL,NULL,NULL,2020-03-23 03:30:00,1
41530,USD,3,Fed Announcement,NULL,NULL,NULL,2020-03-23 04:30:00,1
41531,CAD,1,Wholesale Sales m/m,1.00,-0.20,1.80,2020-03-23 05:00:00,1
41532,CNY,1,CB Leading Index m/m,1.00,NULL,-1.00,2020-03-23 05:30:00,1
41533,EUR,1,Consumer Confidence,-7,-14,-12,2020-03-23 07:30:00,1
41534,All,2,G20 Meetings,NULL,NULL,NULL,2020-03-23 08:30:00,1
41535,AUD,1,Flash Manufacturing PMI,50.2,NULL,50.1,2020-03-23 02:30:00,1
41536,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-23 02:42:00,1
41537,JPY,1,Flash Manufacturing PMI,47.8,42.1,44.8,2020-03-23 05:00:00,1
41538,JPY,1,BOJ Core CPI y/y,0.30,0.20,0.20,2020-03-23 21:30:00,1
41539,EUR,3,French Flash Services PMI,52.5,39.6,29,2020-03-24 00:45:00,1
41540,EUR,3,German Flash Manufacturing PMI,48,40.1,45.7,2020-03-24 01:00:00,1
41541,EUR,2,Flash Manufacturing PMI,49.2,40.1,44.8,2020-03-24 01:30:00,1
41542,GBP,3,Flash Manufacturing PMI,51.7,45.1,48,2020-03-24 02:00:00,1
41543,All,3,G7 Meetings,NULL,NULL,NULL,2020-03-24 08:30:00,1
41544,GBP,1,CBI Industrial Order Expectations,-18,-38,-29,2020-03-24 03:30:00,1
41545,USD,3,Flash Manufacturing PMI,50.7,45.1,49.2,2020-03-24 06:15:00,1
41546,USD,2,Richmond Manufacturing Index,-2,-10,2,2020-03-24 06:29:00,1
41547,USD,1,New Home Sales,800,750,765,2020-03-24 06:30:00,1
41548,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-24 08:35:00,1
41549,NZD,1,Trade Balance,-414,550,594,2020-03-24 02:15:00,1
41550,JPY,1,BOJ Summary of Opinions,NULL,NULL,NULL,2020-03-24 04:20:00,1
41551,GBP,3,CPI y/y,1.80,1.70,1.70,2020-03-24 22:30:00,1
41552,GBP,2,PPI Input m/m,0.30,-2.00,-1.20,2020-03-24 22:32:00,1
41553,CHF,1,Credit Suisse Economic Expectations,7.7,NULL,-45.8,2020-03-25 00:30:00,1
41554,GBP,1,HPI y/y,1.70,2.70,1.30,2020-03-25 01:00:00,1
41555,GBP,1,CBI Realized Sales,1,-15,-3,2020-03-25 02:30:00,1
41556,USD,2,Core Durable Goods Orders m/m,0.80,-0.40,-0.60,2020-03-25 04:00:00,1
41557,USD,1,HPI m/m,0.70,0.40,0.30,2020-03-25 04:30:00,1
41558,EUR,1,Belgian NBB Business Climate,-2.7,-11.2,-10.9,2020-03-25 05:29:00,1
41559,CHF,1,SNB Quarterly Bulletin,NULL,NULL,NULL,2020-03-25 05:30:00,1
41560,AUD,1,CB Leading Index m/m,-0.30,NULL,0.40,2020-03-25 06:00:00,1
41561,JPY,1,SPPI y/y,2.30,2.20,2.10,2020-03-25 03:20:00,1
41562,EUR,1,German GfK Consumer Climate,8.3,7.4,2.7,2020-03-25 22:30:00,1
41563,EUR,1,ECB Economic Bulletin,NULL,NULL,NULL,2020-03-26 00:30:00,1
41564,EUR,1,Private Loans y/y,3.70,3.80,3.80,2020-03-26 00:32:00,1
41565,USD,3,Fed Chair Powell Speaks,NULL,NULL,NULL,2020-03-26 02:36:00,1
41566,GBP,3,MPC Official Bank Rate Votes,0-9-0,0-0-9,0-0-9,2020-03-26 03:30:00,1
41567,USD,3,Unemployment Claims,282,1648,3283,2020-03-26 04:00:00,-1
41568,USD,1,Natural Gas Storage,-9,-30,-29,2020-03-26 06:00:00,-1
41569,All,2,G20 Meetings,NULL,NULL,NULL,2020-03-26 07:30:00,1
41570,JPY,1,Tokyo Core CPI y/y,0.50,0.40,0.40,2020-03-26 03:00:00,1
41571,USD,1,Core PCE Price Index m/m,0.10,0.20,0.20,2020-03-27 04:00:00,1
41572,CAD,3,BOC Rate Statement,NULL,NULL,NULL,2020-03-27 04:30:00,1
41573,CAD,3,BOC Press Conference,NULL,NULL,NULL,2020-03-27 05:00:00,1
41574,USD,1,Revised UoM Consumer Sentiment,95.9,90,89.1,2020-03-27 05:30:00,1
41575,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2020-03-26 20:30:00,1
41576,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-27 01:00:00,1
41577,CHF,0,Daylight Saving Time Shift,NULL,NULL,NULL,2020-03-28 04:30:00,1
41578,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-29 01:13:00,1
41579,CHF,1,KOF Economic Barometer,101.8,85.1,92.9,2020-03-29 22:30:00,1
41580,EUR,1,German Prelim CPI m/m,0.40,0.00,0.10,2020-03-30 07:30:00,1
41581,GBP,1,M4 Money Supply m/m,0.70,0.40,0.30,2020-03-30 00:00:00,1
41582,GBP,1,Net Lending to Individuals m/m,5.1,5.1,5.2,2020-03-30 00:02:00,1
41583,USD,1,Pending Home Sales m/m,5.30,-1.80,2.40,2020-03-30 05:30:00,1
41584,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-30 00:45:00,1
41585,NZD,1,Building Consents m/m,-2.80,NULL,4.70,2020-03-30 01:15:00,1
41586,GBP,1,GfK Consumer Confidence,-7,-14,-9,2020-03-30 02:31:00,1
41587,JPY,1,Unemployment Rate,2.40,2.40,2.40,2020-03-30 03:00:00,-1
41588,JPY,1,Prelim Industrial Production m/m,1.00,0.00,0.40,2020-03-30 03:20:00,1
41589,NZD,3,ANZ Business Confidence,-19.4,NULL,-63.5,2020-03-30 03:30:00,1
41590,AUD,1,Private Sector Credit m/m,0.40,0.30,0.40,2020-03-30 04:00:00,1
41591,CNY,3,Manufacturing PMI,35.7,44.9,52,2020-03-30 04:30:00,1
41592,JPY,1,Housing Starts y/y,-10.10,-14.60,-12.30,2020-03-30 20:30:00,1
41593,EUR,1,German Import Prices m/m,-0.40,-0.30,-0.90,2020-03-30 21:30:00,1
41594,CHF,1,Retail Sales y/y,0.00,0.00,0.30,2020-03-30 22:00:00,1
41595,EUR,1,French Consumer Spending m/m,-1.20,-0.70,-0.10,2020-03-30 22:15:00,1
41596,EUR,1,German Unemployment Change,-8,23,1,2020-03-30 23:25:00,-1
41597,EUR,1,CPI Flash Estimate y/y,1.20,0.80,0.70,2020-03-31 00:30:00,1
41598,EUR,1,Italian 10-y Bond Auction,1.291,NULL,1.441,2020-03-31 00:44:00,0
41599,CAD,2,GDP m/m,0.30,0.10,0.10,2020-03-31 04:00:00,1
41600,USD,1,S&P/CS Composite-20 HPI y/y,2.80,3.40,3.10,2020-03-31 04:30:00,1
41601,USD,2,Chicago PMI,49,44.1,47.8,2020-03-31 05:15:00,1
41602,USD,3,CB Consumer Confidence,132.6,115.1,120,2020-03-31 05:30:00,1
41603,AUD,1,AIG Manufacturing Index,44.3,NULL,53.7,2020-03-31 01:00:00,1
41604,GBP,1,BRC Shop Price Index y/y,-0.60,NULL,-0.80,2020-03-31 02:31:00,1
41605,JPY,1,Tankan Manufacturing Index,0,-10,-8,2020-03-31 03:20:00,1
41606,AUD,2,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2020-03-31 04:00:00,1
41607,CNY,2,Caixin Manufacturing PMI,40.3,45,50.1,2020-03-31 05:15:00,1
41608,AUD,1,Commodity Prices y/y,-6.00,NULL,-10.20,2020-03-31 21:00:00,1
41609,EUR,1,German Retail Sales m/m,1.00,0.10,1.20,2020-03-31 21:30:00,1
41610,EUR,1,Spanish Manufacturing PMI,50.4,44,45.7,2020-03-31 22:45:00,1
41611,CHF,1,Manufacturing PMI,49.5,42.3,43.7,2020-03-31 23:00:00,1
41612,EUR,1,Italian Manufacturing PMI,48.7,41.1,40.3,2020-03-31 23:15:00,1
41613,EUR,1,French Final Manufacturing PMI,42.9,42.9,43.2,2020-03-31 23:20:00,1
41614,EUR,1,German Final Manufacturing PMI,45.7,45.6,45.4,2020-03-31 23:25:00,1
41615,EUR,1,Final Manufacturing PMI,44.8,44.7,44.5,2020-03-31 23:30:00,1
41616,GBP,1,Final Manufacturing PMI,48,47.1,47.8,2020-04-01 00:00:00,1
41617,EUR,1,Unemployment Rate,7.40,7.40,7.30,2020-04-01 00:30:00,-1
41618,USD,3,ADP Non-Farm Employment Change,179,-150,-27,2020-04-01 03:45:00,1
41619,CAD,1,Manufacturing PMI,51.8,NULL,46.1,2020-04-01 05:00:00,1
41620,USD,1,Final Manufacturing PMI,49.2,48.2,48.5,2020-04-01 05:15:00,1
41621,USD,3,ISM Manufacturing PMI,50.1,44.9,49.1,2020-04-01 05:30:00,1
41622,USD,1,Wards Total Vehicle Sales,16.8,12.2,11.4,2020-04-01 07:30:00,1
41623,USD,1,Crude Oil Inventories,1.6,3.7,13.8,2020-04-01 06:00:00,-1
41624,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-01 01:07:00,1
41625,JPY,1,Monetary Base y/y,3.60,3.50,2.80,2020-04-01 03:20:00,1
41626,AUD,1,NAB Quarterly Business Confidence,-2,NULL,-11,2020-04-01 04:00:00,1
41627,JPY,1,10-y Bond Auction,-0.10,NULL,0.024,2020-04-01 07:05:00,0
41628,GBP,1,Nationwide HPI m/m,0.30,0.00,0.80,2020-04-01 21:30:00,1
41629,CHF,1,CPI m/m,0.10,0.10,0.10,2020-04-01 22:00:00,1
41630,EUR,1,Spanish Unemployment Change,-7.8,27.7,302.3,2020-04-01 22:30:00,-1
41631,EUR,1,Spanish 10-y Bond Auction,0.662,NULL,0.692,2020-04-02 00:23:00,0
41632,EUR,1,French 10-y Bond Auction,-0.32,NULL,0.042,2020-04-02 00:29:00,0
41633,EUR,1,PPI m/m,0.20,-0.30,-0.60,2020-04-02 00:30:00,1
41634,USD,1,Challenger Job Cuts y/y,-26.30,NULL,266.90,2020-04-02 03:00:00,-1
41635,CAD,2,Trade Balance,-1.7,-2.3,-1.0,2020-04-02 04:00:00,1
41636,USD,1,Factory Orders m/m,-0.50,0.20,0.00,2020-04-02 05:30:00,1
41637,USD,1,Natural Gas Storage,-29,-31,-19,2020-04-02 06:00:00,-1
41638,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-02 00:53:00,1
41639,AUD,1,AIG Construction Index,42.7,NULL,37.9,2020-04-02 01:00:00,1
41640,AUD,1,Retail Sales m/m,0.40,0.40,0.50,2020-04-02 04:00:00,1
41641,CNY,2,Caixin Services PMI,26.5,39.6,43,2020-04-02 05:15:00,1
41642,EUR,1,French Gov Budget Balance,-20.0,NULL,-35.2,2020-04-02 22:15:00,1
41643,EUR,1,Spanish Services PMI,52.1,25.6,23,2020-04-02 22:45:00,1
41644,EUR,1,Italian Services PMI,52.1,22.4,17.4,2020-04-02 23:15:00,1
41645,EUR,1,French Final Services PMI,29,29,27.4,2020-04-02 23:20:00,1
41646,EUR,1,German Final Services PMI,34.5,34.3,31.7,2020-04-02 23:25:00,1
41647,EUR,1,Final Services PMI,28.4,28.2,26.4,2020-04-02 23:30:00,1
41648,GBP,2,Final Services PMI,35.7,34.7,34.5,2020-04-03 00:00:00,1
41649,EUR,1,Retail Sales m/m,0.70,0.10,0.90,2020-04-03 00:30:00,1
41650,USD,3,Average Hourly Earnings m/m,0.30,0.20,0.40,2020-04-03 04:00:00,1
41651,USD,1,Final Services PMI,39.1,38.7,39.8,2020-04-03 05:15:00,1
41652,USD,2,ISM Services PMI,57.3,43.5,52.5,2020-04-03 05:30:00,1
41653,NZD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2020-04-04 05:30:00,1
41654,AUD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2020-04-03 21:30:00,1
41655,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-03 23:00:00,1
41656,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-05 02:15:00,1
41657,GBP,1,GfK Consumer Confidence,-9,NULL,-34,2020-04-05 02:31:00,1
41658,CNY,0,Bank Holiday,NULL,NULL,NULL,2020-04-05 07:30:00,0
41659,AUD,1,MI Inflation Gauge m/m,-0.10,NULL,0.20,2020-04-05 04:30:00,1
41660,JPY,1,Consumer Confidence,38.4,34.2,30.9,2020-04-05 20:30:00,1
41661,EUR,1,German Factory Orders m/m,4.80,-2.70,-1.40,2020-04-05 21:30:00,1
41662,EUR,1,Sentix Investor Confidence,-17.1,-30.5,-42.9,2020-04-06 00:00:00,1
41663,GBP,1,Housing Equity Withdrawal q/q,-6.0,-6.2,-5.1,2020-04-06 00:04:00,1
41664,CAD,3,BOC Business Outlook Survey,NULL,NULL,NULL,2020-04-06 06:00:00,1
41665,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-06 01:12:00,1
41666,NZD,2,NZIER Business Confidence,-21,NULL,-70,2020-04-06 01:32:00,1
41667,AUD,1,AIG Services Index,47,NULL,38.7,2020-04-06 02:00:00,1
41668,JPY,1,Average Cash Earnings y/y,1.20,0.20,1.00,2020-04-06 03:00:00,1
41669,AUD,2,Trade Balance,4.75,3.75,4.36,2020-04-06 05:00:00,1
41670,JPY,1,30-y Bond Auction,0.343,NULL,0.433,2020-04-06 07:05:00,0
41671,AUD,3,Cash Rate,0.25,0.25,0.25,2020-04-07 08:00:00,1
41672,JPY,1,Leading Indicators,90.50,92.00,92.10,2020-04-06 20:30:00,1
41673,CHF,1,Unemployment Rate,2.60,2.70,2.80,2020-04-06 21:15:00,-1
41674,EUR,1,German Industrial Production m/m,3.20,-0.70,0.30,2020-04-06 21:30:00,1
41675,EUR,1,French Trade Balance,-6.0,-5.1,-5.2,2020-04-06 22:15:00,1
41676,CHF,1,Foreign Currency Reserves,769,NULL,766,2020-04-06 22:30:00,-1
41677,GBP,1,Halifax HPI m/m,0.20,0.20,0.00,2020-04-06 23:00:00,1
41678,EUR,1,Italian Retail Sales m/m,0.10,-0.40,0.80,2020-04-06 23:30:00,1
41679,USD,1,NFIB Small Business Index,104.5,96.3,96.4,2020-04-07 01:30:00,1
41680,EUR,2,Eurogroup Meetings,NULL,NULL,NULL,2020-04-07 07:30:00,1
41681,CAD,1,Ivey PMI,54.1,50.1,26,2020-04-07 05:30:00,1
41682,NZD,1,GDT Price Index,-3.90,NULL,1.20,2020-04-07 06:24:00,1
41683,USD,1,10-y Bond Auction,0.852,NULL,0.782,2020-04-06 20:31:00,0
41684,USD,1,Consumer Credit m/m,12.1,13.9,22.3,2020-04-06 22:30:00,1
41685,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-07 01:12:00,1
41686,JPY,1,Core Machinery Orders m/m,2.90,-2.90,2.30,2020-04-07 03:20:00,1
41687,NZD,3,Prelim ANZ Business Confidence,-63.5,NULL,-73.1,2020-04-07 04:30:00,1
41688,JPY,1,Economy Watchers Sentiment,27.4,22.2,14.2,2020-04-07 20:30:00,1
41689,GBP,1,10-y Bond Auction,0.312,NULL,0.383,2020-04-08 00:35:00,0
41690,EUR,1,German 10-y Bond Auction,-0.77,NULL,-0.34,2020-04-08 01:04:00,0
41691,EUR,2,Eurogroup Meetings,NULL,NULL,NULL,2020-04-08 07:30:00,1
41692,CAD,1,Housing Starts,211,173,195,2020-04-08 03:43:00,1
41693,CAD,1,Building Permits m/m,3.30,-4.00,-7.30,2020-04-08 04:00:00,1
41694,USD,1,Crude Oil Inventories,13.8,9.8,15.2,2020-04-08 06:00:00,-1
41695,USD,1,30-y Bond Auction,1.322,NULL,1.332,2020-04-07 20:31:00,0
41696,USD,2,FOMC Meeting Minutes,NULL,NULL,NULL,2020-04-07 21:30:00,1
41697,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-08 01:16:00,1
41698,GBP,1,RICS House Price Balance,29,11,11,2020-04-08 02:31:00,1
41699,JPY,2,BOJ Gov Kuroda Speaks,NULL,NULL,NULL,2020-04-08 04:00:00,1
41700,AUD,2,RBA Financial Stability Review,NULL,NULL,NULL,2020-04-08 05:00:00,1
41701,JPY,1,Prelim Machine Tool Orders y/y,-29.60,NULL,-40.80,2020-04-08 21:29:00,1
41702,EUR,1,German Trade Balance,18.7,20.3,21.6,2020-04-08 21:30:00,1
41703,EUR,1,Italian Industrial Production m/m,3.60,-1.60,-1.20,2020-04-08 23:30:00,1
41704,All,3,OPEC Meetings,NULL,NULL,NULL,2020-04-09 07:30:00,1
41705,All,3,OPEC-JMMC Meetings,NULL,NULL,NULL,2020-04-09 07:30:00,1
41706,EUR,2,Eurogroup Meetings,NULL,NULL,NULL,2020-04-09 07:30:00,1
41707,EUR,3,ECB Monetary Policy Meeting Accounts,NULL,NULL,NULL,2020-04-09 03:00:00,1
41708,CAD,3,Employment Change,30.3,-427.0,-1010.,2020-04-09 04:00:00,1
41709,GBP,1,NIESR GDP Estimate,0.10,NULL,-4.80,2020-04-09 04:58:00,1
41710,USD,3,Fed Chair Powell Speaks,NULL,NULL,NULL,2020-04-09 05:30:00,1
41711,USD,1,Natural Gas Storage,-19,23,38,2020-04-09 06:00:00,-1
41712,GBP,1,FPC Statement,NULL,NULL,NULL,2020-04-08 20:30:00,1
41713,NZD,0,Bank Holiday,NULL,NULL,NULL,2020-04-09 07:30:00,0
41714,AUD,0,Bank Holiday,NULL,NULL,NULL,2020-04-09 07:30:00,0
41715,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-09 01:54:00,1
41716,JPY,1,Bank Lending y/y,2.10,2.10,2.00,2020-04-09 03:20:00,1
41717,CNY,2,CPI y/y,5.20,4.90,4.30,2020-04-09 05:00:00,1
41718,CHF,0,Bank Holiday,NULL,NULL,NULL,2020-04-10 07:30:00,0
41719,EUR,0,German Bank Holiday,NULL,NULL,NULL,2020-04-10 07:30:00,0
41720,EUR,1,French Industrial Production m/m,1.10,0.00,0.90,2020-04-09 22:15:00,1
41721,GBP,0,Bank Holiday,NULL,NULL,NULL,2020-04-10 07:30:00,0
41722,CNY,2,New Loans,906,1800,2850,2020-04-09 23:00:00,1
41723,USD,3,CPI m/m,0.10,-0.30,-0.40,2020-04-10 04:00:00,1
41724,CAD,0,Bank Holiday,NULL,NULL,NULL,2020-04-10 07:30:00,0
41725,GBP,1,CB Leading Index m/m,0.00,NULL,-0.10,2020-04-10 05:00:00,1
41726,All,3,G20 Meetings,NULL,NULL,NULL,2020-04-10 07:30:00,1
41727,USD,1,FOMC Member Mester Speaks,NULL,NULL,NULL,2020-04-10 08:00:00,1
41728,USD,1,FOMC Member Quarles Speaks,NULL,NULL,NULL,2020-04-09 21:00:00,1
41729,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-09 21:30:00,1
41730,All,3,OPEC-JMMC Meetings,NULL,NULL,NULL,2020-04-12 07:30:00,1
41731,NZD,0,Bank Holiday,NULL,NULL,NULL,2020-04-12 07:30:00,0
41732,AUD,0,Bank Holiday,NULL,NULL,NULL,2020-04-12 07:30:00,0
41733,JPY,1,M2 Money Stock y/y,3.00,2.90,3.30,2020-04-12 03:20:00,1
41734,CHF,0,Bank Holiday,NULL,NULL,NULL,2020-04-13 07:30:00,0
41735,EUR,0,French Bank Holiday,NULL,NULL,NULL,2020-04-13 07:30:00,0
41736,EUR,0,German Bank Holiday,NULL,NULL,NULL,2020-04-13 07:30:00,0
41737,EUR,0,Italian Bank Holiday,NULL,NULL,NULL,2020-04-13 07:30:00,0
41738,GBP,0,Bank Holiday,NULL,NULL,NULL,2020-04-13 07:30:00,0
41739,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-13 01:19:00,1
41740,NZD,1,Visitor Arrivals m/m,-1.30,NULL,-7.70,2020-04-13 02:15:00,1
41741,AUD,2,NAB Business Confidence,-2,NULL,-66,2020-04-13 05:00:00,1
41742,CNY,2,USD-Denominated Trade Balance,-7.1,19.7,19.9,2020-04-13 07:18:00,1
41743,CNY,3,Trade Balance,-43,175,139,2020-04-13 07:19:00,1
41744,All,3,G7 Meetings,NULL,NULL,NULL,2020-04-14 07:30:00,1
41745,USD,1,Import Prices m/m,-0.70,-3.10,-2.30,2020-04-14 04:00:00,1
41746,All,1,IMF Meetings,NULL,NULL,NULL,2020-04-14 07:30:00,1
41747,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-14 01:45:00,1
41748,NZD,1,FPI m/m,0.00,NULL,0.70,2020-04-14 02:15:00,1
41749,AUD,1,Westpac Consumer Sentiment,-3.80,NULL,-17.70,2020-04-14 04:00:00,1
41750,EUR,1,French Final CPI m/m,0.00,0.00,0.10,2020-04-14 22:15:00,1
41751,CNY,1,Foreign Direct Investment ytd/y,-8.60,NULL,-10.80,2020-04-14 23:47:00,1
41752,CHF,1,SECO Consumer Climate,-9,NULL,-40,2020-04-15 00:30:00,1
41753,GBP,1,10-y Bond Auction,0.383,NULL,0.272,2020-04-15 00:58:00,0
41754,EUR,1,German 30-y Bond Auction,0.011,NULL,-0.09,2020-04-15 01:07:00,0
41755,USD,3,Core Retail Sales m/m,-0.40,-4.90,-4.50,2020-04-15 04:00:00,1
41756,USD,1,Capacity Utilization Rate,77.00,73.70,72.70,2020-04-15 04:45:00,1
41757,CAD,3,BOC Monetary Policy Report,NULL,NULL,NULL,2020-04-15 05:30:00,1
41758,All,1,IMF Meetings,NULL,NULL,NULL,2020-04-15 07:30:00,1
41759,CAD,3,BOC Press Conference,NULL,NULL,NULL,2020-04-15 06:00:00,1
41760,USD,1,Beige Book,NULL,NULL,NULL,2020-04-14 21:30:00,1
41761,USD,1,TIC Long-Term Purchases,21.8,24.6,49.4,2020-04-14 23:30:00,1
41762,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-15 01:20:00,1
41763,GBP,1,BRC Retail Sales Monitor y/y,-0.40,-5.50,-3.50,2020-04-15 02:31:00,1
41764,AUD,1,MI Inflation Expectations,4.00,NULL,4.60,2020-04-15 04:30:00,1
41765,AUD,3,Employment Change,25.6,-33.0,5.9,2020-04-15 05:00:00,1
41766,EUR,1,German Final CPI m/m,0.10,0.10,0.10,2020-04-15 21:30:00,1
41767,CHF,1,PPI m/m,-0.90,-1.20,-0.30,2020-04-15 22:00:00,1
41768,GBP,2,BOE Credit Conditions Survey,NULL,NULL,NULL,2020-04-16 00:00:00,1
41769,EUR,1,Industrial Production m/m,2.30,-0.10,-0.10,2020-04-16 00:30:00,1
41770,GBP,1,30-y Bond Auction,1.032,NULL,0.682,2020-04-16 02:04:00,0
41771,CAD,1,ADP Non-Farm Employment Change,116.7,NULL,-177.3,2020-04-16 04:00:00,1
41772,USD,2,Philly Fed Manufacturing Index,-12.7,-30,-56.6,2020-04-16 04:02:00,1
41773,GBP,1,MPC Member Tenreyro Speaks,NULL,NULL,NULL,2020-04-16 05:00:00,1
41774,All,1,IMF Meetings,NULL,NULL,NULL,2020-04-16 07:30:00,1
41775,USD,1,Natural Gas Storage,38,63,73,2020-04-16 06:00:00,-1
41776,USD,1,FOMC Member Williams Speaks,NULL,NULL,NULL,2020-04-15 21:30:00,1
41777,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2020-04-15 23:30:00,1
41778,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-16 01:38:00,1
41779,CNY,3,GDP q/y,6.00,-6.20,-6.80,2020-04-16 05:30:00,1
41780,CNY,2,Industrial Production y/y,-13.50,-7.00,-1.10,2020-04-16 05:32:00,1
41781,JPY,1,Revised Industrial Production m/m,0.40,0.40,-0.30,2020-04-17 08:00:00,1
41782,EUR,1,Italian Trade Balance,0.55,3.18,6.09,2020-04-16 23:36:00,1
41783,EUR,1,Final CPI y/y,0.70,0.70,0.70,2020-04-17 00:30:00,1
41784,USD,1,CB Leading Index m/m,-0.20,-7.10,-6.70,2020-04-17 05:30:00,1
41785,All,1,IMF Meetings,NULL,NULL,NULL,2020-04-17 07:30:00,1
41786,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-17 01:30:00,1
41787,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-18 01:30:00,1
41788,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-19 01:55:00,1
41789,NZD,2,CPI q/q,0.50,0.40,0.80,2020-04-19 02:15:00,1
41790,GBP,1,Rightmove HPI m/m,1.00,NULL,-0.20,2020-04-19 02:31:00,1
41791,JPY,1,Trade Balance,0.48,-0.11,-0.19,2020-04-19 03:20:00,1
41792,EUR,1,German PPI m/m,-0.40,-0.70,-0.80,2020-04-19 21:30:00,1
41793,EUR,1,Current Account,31.8,36.3,40.2,2020-04-19 23:30:00,1
41794,EUR,1,Trade Balance,18.2,19.2,25.8,2020-04-20 00:30:00,1
41795,EUR,1,German Buba Monthly Report,NULL,NULL,NULL,2020-04-20 01:30:00,1
41796,CAD,1,Wholesale Sales m/m,1.80,-0.20,0.70,2020-04-20 04:00:00,1
41797,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-20 01:10:00,1
41798,AUD,2,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2020-04-20 05:00:00,1
41799,AUD,3,RBA Gov Lowe Speaks,NULL,NULL,NULL,2020-04-20 20:30:00,1
41800,CHF,1,Trade Balance,3.54,3.23,4.02,2020-04-20 21:30:00,1
41801,EUR,2,German ZEW Economic Sentiment,-49.5,-40,28.2,2020-04-21 00:30:00,1
41802,CAD,1,Core Retail Sales m/m,0.10,0.30,0.00,2020-04-21 04:00:00,1
41803,USD,1,Existing Home Sales,5.76,5.27,5.27,2020-04-21 05:30:00,1
41804,AUD,1,CB Leading Index m/m,0.30,NULL,-0.40,2020-04-21 06:00:00,1
41805,NZD,1,GDT Price Index,1.20,NULL,-4.20,2020-04-21 06:11:00,1
41806,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-21 01:16:00,1
41807,AUD,1,MI Leading Index m/m,-0.40,NULL,-0.80,2020-04-21 04:00:00,1
41808,AUD,3,Retail Sales m/m,0.50,NULL,8.20,2020-04-21 05:00:00,1
41809,GBP,2,CPI y/y,1.70,1.50,1.50,2020-04-21 21:30:00,1
41810,GBP,1,PPI Input m/m,-0.90,-3.90,-3.60,2020-04-21 21:32:00,1
41811,GBP,1,HPI y/y,1.50,1.50,1.10,2020-04-22 00:00:00,1
41812,CAD,2,CPI m/m,0.40,-0.40,-0.60,2020-04-22 04:00:00,1
41813,CAD,1,Core CPI m/m,0.70,NULL,0.10,2020-04-22 04:02:00,1
41814,CNY,1,CB Leading Index m/m,-1.30,NULL,1.40,2020-04-22 04:30:00,1
41815,EUR,1,Consumer Confidence,-12,-20,-23,2020-04-22 05:06:00,1
41816,USD,1,Crude Oil Inventories,19.2,14.7,15.0,2020-04-22 06:00:00,-1
41817,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-04-22 01:41:00,1
41818,AUD,1,Flash Manufacturing PMI,49.7,NULL,45.6,2020-04-22 02:30:00,1
41819,JPY,1,Flash Manufacturing PMI,44.8,43.8,43.7,2020-04-22 04:00:00,1
41820,AUD,1,Goods Trade Balance,NULL,NULL,12.34,2020-04-22 05:00:00,1
41821,NZD,1,Credit Card Spending y/y,2.20,NULL,-8.20,2020-04-21 20:30:00,1
41822,EUR,1,German GfK Consumer Climate,2.3,-1.9,-23.4,2020-04-22 21:30:00,1
41823,EUR,3,French Flash Services PMI,27.4,24.7,10.4,2020-04-22 22:45:00,1
41824,EUR,3,German Flash Manufacturing PMI,45.4,39,34.4,2020-04-22 23:00:00,1
41825,EUR,2,Flash Manufacturing PMI,44.5,38.7,33.6,2020-04-22 23:30:00,1
